claim_id	section	claim_kind	risk_level	claim_text	evidence_summary	evidence_urls	source_urls	source_domains	evidence_count	primary_source_count	source_role	confidence	status	required_fix	required_evidence_count	required_primary_count	gap_note	exact_date	jurisdiction	regulated_subject	scope	effective_date	transition_period	tone_guidance	tone_reason	caveat
claim-059	### 5.1 選定前の実務チェックリスト	advice	high	防食目的で鋼部品を処理する - 根拠・注意: 日本溶融亜鉛鍍金協会 全国鍍金工業組合連合会	table cell	https://aen-mekki.or.jp/ | https://zentoren.or.jp/mekki/shurui.html	https://aen-mekki.or.jp/ | https://zentoren.or.jp/mekki/shurui.html	aen-mekki.or.jp | zentoren.or.jp	2	1	professional_body | industry_association	0.85	ok		2	1			Japan					standard	official, legal, standards, academic, or public-context support is present	industry association evidence is best used for sector context, not plant-specific guarantees
claim-060	### 5.1 選定前の実務チェックリスト	advice	high	高強度鋼・ばね材を扱う - 先に固定すること: 水素脆化リスク、めっき後ベーキング要否、図面 / 材質仕様の管理責任を確認する	table cell	https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf | https://zentoren.or.jp/mekki/hyoumenshori.html	https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf | https://zentoren.or.jp/mekki/hyoumenshori.html	www2.orist.jp | zentoren.or.jp	2	1	government_context | industry_association	0.85	ok		2	1					high-strength steel components			standard	official, legal, standards, academic, or public-context support is present	industry association evidence is best used for sector context, not plant-specific guarantees
claim-061	### 5.1 選定前の実務チェックリスト	advice	high	高強度鋼・ばね材を扱う - 判断を誤りやすい理由: 強度保証を落とすと遅れ破壊が後工程や実使用で現れる	table cell	https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf | https://zentoren.or.jp/mekki/hyoumenshori.html	https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf | https://zentoren.or.jp/mekki/hyoumenshori.html	www2.orist.jp | zentoren.or.jp	2	1	government_context | industry_association	0.85	ok		2	1					high-strength steel components			standard	official, legal, standards, academic, or public-context support is present	industry association evidence is best used for sector context, not plant-specific guarantees
claim-062	### 5.1 選定前の実務チェックリスト	advice	high	高強度鋼・ばね材を扱う - 根拠・注意: 大阪府立産業技術総合研究所 全国鍍金工業組合連合会	table cell	https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf | https://zentoren.or.jp/mekki/hyoumenshori.html	https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf | https://zentoren.or.jp/mekki/hyoumenshori.html	www2.orist.jp | zentoren.or.jp	2	1	government_context | industry_association	0.85	ok		2	1					high-strength steel components			standard	official, legal, standards, academic, or public-context support is present	industry association evidence is best used for sector context, not plant-specific guarantees
claim-063	### 5.1 選定前の実務チェックリスト	advice	high	電子部品・基板用途を選定する - 先に固定すること: 膜厚均一性、ボイド、界面、熱サイクル後信頼性に加え、HDI / microvia 条件を別項目で確認する	table cell	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://ipc.org/news-release/ipc-issues-electronics-industry-warning-printed-board-microvia-reliability-high	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://ipc.org/news-release/ipc-issues-electronics-industry-warning-printed-board-microvia-reliability-high	jcu-i.com | ipc.org	2	1	vendor_first_party | standards_body	0.85	ok		2	1				microvia reliability				standard	official, legal, standards, academic, or public-context support is present	
claim-064	### 5.1 選定前の実務チェックリスト	advice	high	電子部品・基板用途を選定する - 判断を誤りやすい理由: 初期検査合格でも microvia や界面起点の潜在不良が後で出る	table cell	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://ipc.org/news-release/ipc-issues-electronics-industry-warning-printed-board-microvia-reliability-high	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://ipc.org/news-release/ipc-issues-electronics-industry-warning-printed-board-microvia-reliability-high	jcu-i.com | ipc.org	2	1	vendor_first_party | standards_body	0.85	ok		2	1				microvia reliability				standard	official, legal, standards, academic, or public-context support is present	
claim-065	### 5.1 選定前の実務チェックリスト	advice	high	電子部品・基板用途を選定する - 根拠・注意: JCU IPC	table cell	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://ipc.org/news-release/ipc-issues-electronics-industry-warning-printed-board-microvia-reliability-high	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://ipc.org/news-release/ipc-issues-electronics-industry-warning-printed-board-microvia-reliability-high	jcu-i.com | ipc.org	2	1	vendor_first_party | standards_body	0.85	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	
claim-066	### 5.1 選定前の実務チェックリスト	advice	high	コネクタ・接点用途を選定する - 先に固定すること: 接触抵抗、摩耗後の導通、孔食 / ブリスター、下地金属との組み合わせを確認する	table cell	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://fujielectric.co.jp/products/plating/about	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://fujielectric.co.jp/products/plating/about	jcu-i.com | fujielectric.co.jp	2	0	vendor_first_party	0.85	ok		2	1								soften_vendor_association	vendor / industry-association evidence should be framed as representative or public-material context	vendor evidence should be checked against the actual process, substrate, and acceptance test
claim-067	### 5.1 選定前の実務チェックリスト	advice	high	コネクタ・接点用途を選定する - 判断を誤りやすい理由: 外観や名目膜厚だけでは通電安定性を判断できない	table cell	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://fujielectric.co.jp/products/plating/about	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://fujielectric.co.jp/products/plating/about	jcu-i.com | fujielectric.co.jp	2	0	vendor_first_party	0.85	ok		2	1								soften_vendor_association	vendor / industry-association evidence should be framed as representative or public-material context	vendor evidence should be checked against the actual process, substrate, and acceptance test
claim-068	### 5.1 選定前の実務チェックリスト	advice	high	コネクタ・接点用途を選定する - 根拠・注意: JCU 富士電機	table cell	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://fujielectric.co.jp/products/plating/about	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://fujielectric.co.jp/products/plating/about	jcu-i.com | fujielectric.co.jp	2	0	vendor_first_party	0.85	ok		2	1								soften_vendor_association	vendor / industry-association evidence should be framed as representative or public-material context	vendor evidence should be checked against the actual process, substrate, and acceptance test
claim-069	### 5.1 選定前の実務チェックリスト	advice	high	はんだ接合を前提にする - 先に固定すること: 表面仕上げとはんだ付け性、保管後 / リフロー後のぬれ性、後工程フラックス条件を確認する	table cell	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://kizaikou.or.jp/basic.html	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://kizaikou.or.jp/basic.html	jcu-i.com | kizaikou.or.jp	2	0	vendor_first_party | industry_association	0.85	ok		2	1								soften_vendor_association	vendor / industry-association evidence should be framed as representative or public-material context	industry association evidence is best used for sector context, not plant-specific guarantees; vendor evidence should be checked against the actual process, substrate, and acceptance test
claim-070	### 5.1 選定前の実務チェックリスト	advice	high	はんだ接合を前提にする - 判断を誤りやすい理由: 「導電性がある」と「はんだ付けしやすい」は同義ではない	table cell	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://kizaikou.or.jp/basic.html	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://kizaikou.or.jp/basic.html	jcu-i.com | kizaikou.or.jp	2	0	vendor_first_party | industry_association	0.85	ok		2	1								soften_vendor_association	vendor / industry-association evidence should be framed as representative or public-material context	industry association evidence is best used for sector context, not plant-specific guarantees; vendor evidence should be checked against the actual process, substrate, and acceptance test
claim-071	### 5.1 選定前の実務チェックリスト	advice	high	はんだ接合を前提にする - 根拠・注意: JCU 機材工	table cell	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://kizaikou.or.jp/basic.html	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://kizaikou.or.jp/basic.html	jcu-i.com | kizaikou.or.jp	2	0	vendor_first_party | industry_association	0.85	ok		2	1								soften_vendor_association	vendor / industry-association evidence should be framed as representative or public-material context	industry association evidence is best used for sector context, not plant-specific guarantees; vendor evidence should be checked against the actual process, substrate, and acceptance test
claim-072	### 5.1 選定前の実務チェックリスト	advice	high	複雑形状や非導体に処理する - 先に固定すること: 前処理、活性化、シード層、無電解併用の要否と厚み分布限界を確認する	table cell	https://fujielectric.co.jp/products/plating/about | https://zentoren.or.jp/mekki/hyoumenshori.html	https://fujielectric.co.jp/products/plating/about | https://zentoren.or.jp/mekki/hyoumenshori.html	fujielectric.co.jp | zentoren.or.jp	2	0	vendor_first_party | industry_association	0.85	ok		2	1								soften_vendor_association	vendor / industry-association evidence should be framed as representative or public-material context	industry association evidence is best used for sector context, not plant-specific guarantees; vendor evidence should be checked against the actual process, substrate, and acceptance test
claim-073	### 5.1 選定前の実務チェックリスト	advice	high	複雑形状や非導体に処理する - 判断を誤りやすい理由: 前処理不足と形状依存で密着不良・膜厚不均一・ピット / ブリスターが増えやすい	table cell	https://fujielectric.co.jp/products/plating/about | https://zentoren.or.jp/mekki/hyoumenshori.html	https://fujielectric.co.jp/products/plating/about | https://zentoren.or.jp/mekki/hyoumenshori.html	fujielectric.co.jp | zentoren.or.jp	2	0	vendor_first_party | industry_association	0.85	ok		2	1								soften_vendor_association	vendor / industry-association evidence should be framed as representative or public-material context	industry association evidence is best used for sector context, not plant-specific guarantees; vendor evidence should be checked against the actual process, substrate, and acceptance test
claim-074	### 5.1 選定前の実務チェックリスト	advice	high	複雑形状や非導体に処理する - 根拠・注意: 富士電機 全国鍍金工業組合連合会	table cell	https://fujielectric.co.jp/products/plating/about | https://zentoren.or.jp/mekki/hyoumenshori.html	https://fujielectric.co.jp/products/plating/about | https://zentoren.or.jp/mekki/hyoumenshori.html	fujielectric.co.jp | zentoren.or.jp	2	0	vendor_first_party | industry_association	0.85	ok		2	1								soften_vendor_association	vendor / industry-association evidence should be framed as representative or public-material context	industry association evidence is best used for sector context, not plant-specific guarantees; vendor evidence should be checked against the actual process, substrate, and acceptance test
claim-075	### 5.1 選定前の実務チェックリスト	advice	high	クロム・ニッケル系を採用する - 先に固定すること: 排水、大気、作業者ばく露、RoHS、REACH、ニッケル放出のどれが効くかをレイヤー別に切り分ける	table cell	https://env.go.jp/water/impure/haisui.html | https://osha.gov/laws-regs/regulations/standardnumber/1910/1910.1026 | https://eur-lex.europa.eu/legal-content/EN/TXT?uri=CELEX%3A02011L0065-20250101 | https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459	https://env.go.jp/water/impure/haisui.html | https://osha.gov/laws-regs/regulations/standardnumber/1910/1910.1026 | https://eur-lex.europa.eu/legal-content/EN/TXT?uri=CELEX%3A02011L0065-20250101 | https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459	env.go.jp | osha.gov | eur-lex.europa.eu | echa.europa.eu	4	4	official_regulator | legal_text	0.95	ok		2	1			EU	nickel	skin-contact release condition			standard	official, legal, standards, academic, or public-context support is present	
claim-076	### 5.1 選定前の実務チェックリスト	advice	high	クロム・ニッケル系を採用する - 判断を誤りやすい理由: 法体系が違い、代替判断も一律ではない	table cell	https://env.go.jp/water/impure/haisui.html | https://osha.gov/laws-regs/regulations/standardnumber/1910/1910.1026 | https://eur-lex.europa.eu/legal-content/EN/TXT?uri=CELEX%3A02011L0065-20250101 | https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459	https://env.go.jp/water/impure/haisui.html | https://osha.gov/laws-regs/regulations/standardnumber/1910/1910.1026 | https://eur-lex.europa.eu/legal-content/EN/TXT?uri=CELEX%3A02011L0065-20250101 | https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459	env.go.jp | osha.gov | eur-lex.europa.eu | echa.europa.eu	4	4	official_regulator | legal_text	0.95	ok		2	1			EU	nickel				standard	official, legal, standards, academic, or public-context support is present	
claim-077	### 5.1 選定前の実務チェックリスト	advice	high	クロム・ニッケル系を採用する - 根拠・注意: 環境省 排水基準 OSHA EUR-Lex RoHS ECHA Annex XVII	table cell	https://env.go.jp/water/impure/haisui.html | https://osha.gov/laws-regs/regulations/standardnumber/1910/1910.1026 | https://eur-lex.europa.eu/legal-content/EN/TXT?uri=CELEX%3A02011L0065-20250101 | https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459	https://env.go.jp/water/impure/haisui.html | https://osha.gov/laws-regs/regulations/standardnumber/1910/1910.1026 | https://eur-lex.europa.eu/legal-content/EN/TXT?uri=CELEX%3A02011L0065-20250101 | https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459	env.go.jp | osha.gov | eur-lex.europa.eu | echa.europa.eu	4	4	official_regulator | legal_text	0.95	ok		2	1			EU	nickel				standard	official, legal, standards, academic, or public-context support is present	
claim-078	### 5.1 選定前の実務チェックリスト	advice	high	ライン改善や外注切替を検討する - 先に固定すること: 薬品単価だけでなく、浴分析頻度、補給管理、再処理率、停止頻度、排水 / 排気能力、トレーサビリティを確認する	table cell	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://mhlw.go.jp/stf/seisakunitsuite/bunya/0000099121_00005.html | https://epa.gov/eg/electroplating-effluent-guidelines	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://mhlw.go.jp/stf/seisakunitsuite/bunya/0000099121_00005.html | https://epa.gov/eg/electroplating-effluent-guidelines	jcu-i.com | mhlw.go.jp | epa.gov	3	2	vendor_first_party | official_regulator	0.95	ok		2	1			Japan	wastewater discharge				standard	official, legal, standards, academic, or public-context support is present	
claim-079	### 5.1 選定前の実務チェックリスト	advice	high	ライン改善や外注切替を検討する - 判断を誤りやすい理由: 総コストと監査負荷は浴管理と周辺インフラで大きく変わる	table cell	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://mhlw.go.jp/stf/seisakunitsuite/bunya/0000099121_00005.html | https://epa.gov/eg/electroplating-effluent-guidelines	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://mhlw.go.jp/stf/seisakunitsuite/bunya/0000099121_00005.html | https://epa.gov/eg/electroplating-effluent-guidelines	jcu-i.com | mhlw.go.jp | epa.gov	3	2	vendor_first_party | official_regulator	0.95	ok		2	1			Japan					standard	official, legal, standards, academic, or public-context support is present	
claim-080	### 5.1 選定前の実務チェックリスト	advice	high	ライン改善や外注切替を検討する - 根拠・注意: JCU 厚生労働省 US EPA 排水	table cell	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://mhlw.go.jp/stf/seisakunitsuite/bunya/0000099121_00005.html | https://epa.gov/eg/electroplating-effluent-guidelines	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://mhlw.go.jp/stf/seisakunitsuite/bunya/0000099121_00005.html | https://epa.gov/eg/electroplating-effluent-guidelines	jcu-i.com | mhlw.go.jp | epa.gov	3	2	vendor_first_party | official_regulator	0.95	ok		2	1			Japan	wastewater discharge				standard	official, legal, standards, academic, or public-context support is present	
claim-081	### 5.2 判断を誤らないための運用ルール	advice	high	一般に、方式名から入らず、まず「失敗すると困る機能」「受入れ試験」「使用環境」を先に固定する方が安全です。防食、接続、外観、耐摩耗、はんだ付け性のどれを守るのかが曖昧なまま比較表を作ると、社内説明も見積り比較もぶれます。機材工 大阪府立産業技術総合研究所	inline citation context	https://kizaikou.or.jp/basic.html | https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf	https://kizaikou.or.jp/basic.html | https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf	kizaikou.or.jp | www2.orist.jp	2	1	industry_association | government_context	0.85	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	industry association evidence is best used for sector context, not plant-specific guarantees
claim-082	### 5.2 判断を誤らないための運用ルール	advice	high	高強度鋼・ばね材では、水素脆化とベーキング要否を工程条件の後追いではなく、図面・材質仕様・外注条件に先に入れる。ここを曖昧にすると、めっき後に強度保証だけが抜け落ちます。大阪府立産業技術総合研究所 全国鍍金工業組合連合会	inline citation context	https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf | https://zentoren.or.jp/mekki/hyoumenshori.html	https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf | https://zentoren.or.jp/mekki/hyoumenshori.html	www2.orist.jp | zentoren.or.jp	2	1	government_context | industry_association	0.85	ok		2	1					high-strength steel components			standard	official, legal, standards, academic, or public-context support is present	industry association evidence is best used for sector context, not plant-specific guarantees
claim-083	### 5.2 判断を誤らないための運用ルール	advice	high	電子部品、コネクタ、はんだ用途では、接触抵抗、はんだ付け性、熱履歴後信頼性を外観と切り離して管理する。HDI / microvia は一般的な厚付け発想をそのまま持ち込まず、界面品質と後工程条件を別管理にするのが安全です。JCU IPC	inline citation context	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://ipc.org/news-release/ipc-issues-electronics-industry-warning-printed-board-microvia-reliability-high	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://ipc.org/news-release/ipc-issues-electronics-industry-warning-printed-board-microvia-reliability-high	jcu-i.com | ipc.org	2	1	vendor_first_party | standards_body	0.85	ok		2	1				microvia reliability				standard	official, legal, standards, academic, or public-context support is present	
claim-084	### 5.2 判断を誤らないための運用ルール	advice	high	規制判断は「製品」「工場」「作業者」「顧客要求」の4レイヤーに分けて記載する。RoHS / REACH / 排水 / 労安 / ニッケル放出を一つの表現でまとめると、適用範囲を誤りやすくなります。EUR-Lex RoHS ECHA Annex XVII OSHA 環境省 排水基準	inline citation context	https://eur-lex.europa.eu/legal-content/EN/TXT?uri=CELEX%3A02011L0065-20250101 | https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459 | https://osha.gov/laws-regs/regulations/standardnumber/1910/1910.1026 | https://env.go.jp/water/impure/haisui.html	https://eur-lex.europa.eu/legal-content/EN/TXT?uri=CELEX%3A02011L0065-20250101 | https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459 | https://osha.gov/laws-regs/regulations/standardnumber/1910/1910.1026 | https://env.go.jp/water/impure/haisui.html	eur-lex.europa.eu | echa.europa.eu | osha.gov | env.go.jp	4	4	legal_text | official_regulator	0.95	ok		2	1			EU	nickel	skin-contact release condition			standard	official, legal, standards, academic, or public-context support is present	
claim-085	### 5.2 判断を誤らないための運用ルール	advice	high	調達や外注比較では、浴管理、排水 / 排気、分析、再処理、停止時間まで含めた運用能力を同じ表で比べる。薬品単価や設備価格だけで優劣を付けると、立上げ後の総コストを読み違えます。US EPA 排水 厚生労働省 JCU	inline citation context	https://epa.gov/eg/electroplating-effluent-guidelines | https://mhlw.go.jp/stf/seisakunitsuite/bunya/0000099121_00005.html | https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf	https://epa.gov/eg/electroplating-effluent-guidelines | https://mhlw.go.jp/stf/seisakunitsuite/bunya/0000099121_00005.html | https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf	epa.gov | mhlw.go.jp | jcu-i.com	3	2	official_regulator | vendor_first_party	0.95	ok		2	1			Japan	wastewater discharge				standard	official, legal, standards, academic, or public-context support is present	
claim-086	### 5.3 このレポートで残る不確実性	scope	high	本レポートは実務向け概説の focused-budget pass であり、full dr_ultra-equivalent run ではありません。個別の JIS / ASTM / IPC 要求膜厚や合否判定、個社固有の工程窓までは踏み込んでいないため、製品設計や受入規格の議論では対象規格を別途特定する必要があります。					0	0		0.80	out_of_scope		0	0								standard	mixed evidence set	
claim-087	### 5.3 このレポートで残る不確実性	temporal	high	EU の六価クロム規制運用は、認可継続と制限強化の移行途上で動きやすい領域です。2026年4月19日時点の整理としては、RoHS は有効、REACH ニッケル制限も有効ですが、Cr(VI) の将来運用は継続監視が必要です。EUR-Lex RoHS ECHA Annex XVII	inline citation context	https://eur-lex.europa.eu/legal-content/EN/TXT?uri=CELEX%3A02011L0065-20250101 | https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459	https://eur-lex.europa.eu/legal-content/EN/TXT?uri=CELEX%3A02011L0065-20250101 | https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459	eur-lex.europa.eu | echa.europa.eu	2	2	legal_text	0.95	ok		2	1		2026-04-19	EU	hexavalent chromium		2026-04-19		standard	official, legal, standards, academic, or public-context support is present	
claim-088	### 5.3 このレポートで残る不確実性	advice	high	日本の排水実務は、全国一律基準だけでなく、自治体上乗せ、下水道受入条件、顧客監査要求で厳しくなることがあります。工場立地単位の再確認が必要です。環境省 排水基準 大阪府	inline citation context	https://env.go.jp/water/impure/haisui.html | https://pref.osaka.lg.jp/o120080/jigyoshoshido/mizu/r6-4kaisei.html	https://env.go.jp/water/impure/haisui.html | https://pref.osaka.lg.jp/o120080/jigyoshoshido/mizu/r6-4kaisei.html	env.go.jp | pref.osaka.lg.jp	2	2	official_regulator | legal_text	0.95	ok		2	1			Japan	wastewater discharge	sewer discharge			standard	official, legal, standards, academic, or public-context support is present	local add-on rules may apply
claim-089	### 5.3 このレポートで残る不確実性	advice	high	半導体・先端パッケージ用途では、めっき条件そのものより界面品質や後工程適合性が支配的になるため、サプライヤー資料と顧客評価条件を合わせて読む必要があります。JCU IPC	inline citation context	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://ipc.org/news-release/ipc-issues-electronics-industry-warning-printed-board-microvia-reliability-high	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://ipc.org/news-release/ipc-issues-electronics-industry-warning-printed-board-microvia-reliability-high	jcu-i.com | ipc.org	2	1	vendor_first_party | standards_body	0.85	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	
